uid,pt
7312,0
3238,0
9453,0
6436,0
9956,0
4635,0
10055,0
9155,0
5692,0
7582,0
9656,0
2367,0
7573,0
7145,0
7159,0
6571,0
7970,0
10709,0
2536,0
6230,0
8704,0
9372,0
9291,0
4937,0
6634,0
324,0
63,0
8177,0
5995,0
6456,0
6719,0
9419,0
7525,0
9980,0
7185,0
4983,0
6568,0
7967,0
2588,0
5990,0
4356,0
5571,0
5718,0
2559,0
9191,0
7569,0
1460,0
7399,0
2513,0
210,0
367,0
10526,0
4788,0
1444,0
10403,0
9546,0
10700,0
4397,0
1276,0
2805,0
10281,0
4612,0
10689,0
10644,0
7534,0
6583,0
2375,0
10751,0
1142,0
10261,0
7455,0
8798,0
3319,0
3366,0
9992,0
3286,0
7530,0
9406,0
10221,0
10287,0
10347,0
10704,0
7809,0
353,0
9204,0
9270,0
8477,0
10001,0
7337,0
4414,0
8622,0
2687,0
1889,0
51,0
2455,0
2807,0
8146,0
5928,0
7855,0
3306,0
10299,0
10057,0
9952,0
2585,0
173,0
4498,0
9632,0
9429,0
2770,0
9620,0
2647,0
3314,0
10696,0
5471,0
9080,0
1752,0
10336,0
5851,0
7180,0
3175,0
8217,0
9920,0
6711,0
8734,0
5893,0
5809,0
7865,0
9963,0
3363,0
5682,0
6106,0
4800,0
9860,0
3350,0
6213,0
10762,0
8631,0
8887,0
9915,0
4548,0
1422,0
9,0
104,0
5360,0
59061,0
1436,0
3216,0
373,0
335,0
7042,0
3353,0
2788,0
4512,0
5170,0
7671,0
6343,0
5564,0
9793,0
9076,0
3268,0
358,0
10164,0
1437,0
2885,0
9541,0
9328,0
8095,0
8132,0
4547,0
6722,0
8194,0
7498,0
5035,0
4756,0
9817,0
18,0
9647,0
7256,0
9465,0
6474,0
9757,0
5077,0
357,0
6771,0
3301,0
4809,0
7063,0
1124,0
4791,0
8859,0
5122,0
6016,0
7904,0
7695,0
3330,0
8024,0
9492,0
1506,0
10021,0
9438,0
4572,0
9734,0
8466,0
9301,0
5545,0
4856,0
9263,0
10144,0
10167,0
7281,0
1463,0
9162,0
9732,0
8717,0
6652,0
9886,0
7714,0
4685,0
6929,0
69729,0
727,0
9477,0
6046,0
4705,0
672,0
4616,0
5226,0
2591,0
8620,0
6756,0
7290,0
8416,0
8504,0
8301,0
5173,0
3142,0
3869,0
8107,0
212,0
8589,0
7025,0
9362,0
7055,0
9951,0
7241,0
8366,0
7883,0
1362,0
7,0
7570,0
6341,0
5550,0
4318,0
3383,0
6292,0
6726,0
5790,0
5231,0
8507,0
8778,0
5351,0
9294,0
9309,0
8791,0
4367,0
8294,0
8199,0
7237,0
9252,0
4924,0
9351,0
6915,0
8780,0
8623,0
7674,0
8377,0
200,0
5497,0
7930,0
4806,0
1455,0
8679,0
4361,0
3386,0
6689,0
9410,0
7732,0
4559,0
6555,0
4821,0
9562,0
9580,0
9914,0
8521,0
6935,0
9341,0
9950,0
7759,0
1133,0
8868,0
3130,0
4501,0
9766,0
9911,0
6976,0
9259,0
8564,0
8811,0
9368,0
4483,0
5615,0
4537,0
5763,0
179,0
6999,0
6800,0
6896,0
9181,0
4453,0
9449,0
5370,0
9932,0
5141,0
8934,0
8090,0
8208,0
4549,0
4395,0
6889,0
4780,0
4407,0
3738,0
9493,0
9272,0
7602,0
7556,0
5244,0
4837,0
5587,0
3846,0
6627,0
8161,0
9685,0
7352,0
8506,0
237,0
152,0
9554,0
8254,0
1452,0
7282,0
3310,0
4398,0
4396,0
6673,0
7563,0
9028,0
2841,0
3879,0
9188,0
8078,0
51279,0
7692,0
5177,0
8099,0
7208,0
9390,0
8634,0
6578,0
6829,0
5120,0
6557,0
4990,0
9550,0
6423,0
8103,0
3682,0
7033,0
5132,0
6122,0
8794,0
5174,0
9661,0
7220,0
1865,0
1326,0
5674,0
10195,0
9175,0
329,0
2548,0
9176,0
10657,0
4470,0
9183,0
359,0
4610,0
9110,0
6990,0
9597,0
360,0
3309,0
802,0
134,0
5063,0
6946,0
1294,0
8500,0
2523,0
7626,0
6558,0
1282,0
1229,0
7589,0
9141,0
1451,0
4307,0
3080,0
5447,0
5064,0
6628,0
6783,0
1505,0
9945,0
9264,0
3367,0
1888,0
5291,0
4824,0
301,0
9216,0
2643,0
7331,0
5622,0
7326,0
9824,0
9807,0
