uid,pt
6864,1
4497,1
4579,1
3321,1
7375,1
7181,1
8402,1
3358,1
7495,1
8453,1
5258,1
6193,1
6610,1
308,1
5614,1
1235,1
8044,1
5095,1
8830,1
6215,1
3240,1
3317,1
1111,1
7797,1
6695,1
191,1
1214,1
4649,1
7706,1
1741,1
3171,1
10208,1
10611,1
4807,1
1686,1
2810,1
10488,1
4408,1
10777,1
4815,1
10272,1
1390,1
8015,1
8041,1
3331,1
5184,1
6696,1
78,1
1253,1
3256,1
2778,1
4982,1
5815,1
9875,1
3372,1
2519,1
4589,1
1267,1
9947,1
7268,1
8654,1
9195,1
5458,1
6173,1
8527,1
876,1
9748,1
8844,1
5180,1
1288,1
1412,1
10384,1
4557,1
9200,1
7138,1
7119,1
2650,1
9446,1
4694,1
2802,1
6866,1
337,1
2783,1
8588,1
1200,1
10275,1
1120,1
3387,1
6447,1
8286,1
4600,1
