uid,pt
9915,0
4548,0
1200,0
2783,0
10208,0
1422,0
9,0
104,0
8527,0
5360,0
59061,0
6866,0
10384,0
1436,0
3216,0
2519,0
373,0
335,0
3238,0
5181,0
7042,0
3353,0
2788,0
7073,0
4512,0
5503,0
5170,0
7671,0
1441,0
1699,0
3363,0
6343,0
5564,0
9793,0
9076,0
10275,0
7821,0
2802,0
3268,0
358,0
10164,0
1437,0
2885,0
9541,0
9328,0
6106,0
5682,0
8095,0
8132,0
4547,0
6722,0
8194,0
7498,0
5035,0
7030,0
4756,0
9817,0
18,0
9647,0
7256,0
9465,0
6474,0
9757,0
1752,0
5077,0
357,0
6771,0
3301,0
4809,0
4504,0
7063,0
1124,0
4791,0
8859,0
9947,0
4800,0
5122,0
6016,0
7495,0
7904,0
6230,0
10039,0
7695,0
4339,0
3330,0
8024,0
9492,0
5440,0
1506,0
10021,0
9438,0
4572,0
9734,0
9860,0
8466,0
9301,0
5929,0
8960,0
5545,0
4856,0
7373,0
9263,0
10144,0
10167,0
7281,0
1463,0
9162,0
7833,0
9732,0
8717,0
6652,0
9886,0
7714,0
4685,0
6929,0
69729,0
727,0
9477,0
6046,0
4705,0
672,0
7569,0
1307,0
4616,0
5226,0
2591,0
8620,0
6756,0
7290,0
8416,0
8504,0
8301,0
5173,0
6912,0
3142,0
3869,0
3382,0
8107,0
212,0
8589,0
2807,0
7025,0
3308,0
9362,0
7055,0
9951,0
7241,0
7235,0
8366,0
7883,0
1362,0
7,0
7916,0
7570,0
6341,0
5550,0
4318,0
3383,0
6292,0
6726,0
5790,0
5231,0
8507,0
8778,0
5351,0
9294,0
9309,0
8791,0
4367,0
8294,0
8199,0
7237,0
9252,0
4924,0
9351,0
6915,0
8780,0
8623,0
6531,0
7674,0
8377,0
200,0
5497,0
7930,0
4806,0
1455,0
8679,0
4361,0
3386,0
8374,0
9753,0
6689,0
9410,0
7732,0
4559,0
6555,0
4821,0
9562,0
9580,0
9914,0
8521,0
6935,0
9341,0
9950,0
7759,0
1133,0
8868,0
3130,0
4501,0
9766,0
9911,0
6976,0
9259,0
8564,0
8811,0
9368,0
4483,0
5615,0
5039,0
4537,0
5763,0
179,0
8460,0
6999,0
2818,0
6800,0
6896,0
6173,0
9181,0
4453,0
9449,0
5370,0
9932,0
5141,0
8934,0
8090,0
8208,0
4549,0
4395,0
6889,0
4780,0
4407,0
3738,0
9493,0
9272,0
7602,0
7556,0
5244,0
4837,0
5587,0
3846,0
6627,0
8161,0
9685,0
7352,0
8506,0
237,0
152,0
9554,0
8254,0
1452,0
7282,0
3310,0
4398,0
4396,0
6673,0
7563,0
7553,0
9028,0
2841,0
3879,0
7884,0
9188,0
8078,0
51279,0
7692,0
5177,0
8099,0
7208,0
9390,0
8634,0
6578,0
6829,0
5120,0
6557,0
4990,0
7724,0
7977,0
9550,0
6423,0
8103,0
3682,0
7783,0
7033,0
5132,0
6122,0
8794,0
5174,0
9661,0
7220,0
