uid,pt
9446,1
338,1
7182,1
7749,1
4807,1
2970,1
7233,1
7473,1
8834,1
5242,1
4694,1
4805,1
1288,1
9200,1
7764,1
2735,1
7885,1
1120,1
7536,1
8438,1
10485,1
5547,1
7283,1
8273,1
7190,1
7191,1
1255,1
5184,1
346,1
4771,1
5338,1
7840,1
1168,1
8339,1
5281,1
4947,1
2574,1
7068,1
9986,1
9177,1
7119,1
9540,1
2961,1
8827,1
9439,1
4497,1
3126,1
4406,1
202,1
3191,1
175,1
8921,1
10160,1
103,1
4462,1
425,1
5690,1
3171,1
4363,1
10103,1
4600,1
1670,1
9794,1
7304,1
8245,1
7767,1
49249,1
8838,1
5689,1
4589,1
5324,1
8233,1
8998,1
8140,1
10488,1
6928,1
7209,1
9501,1
7624,1
337,1
2685,1
1110,1
4836,1
4755,1
6622,1
6791,1
4698,1
7474,1
7858,1
6569,1
69728,1
8246,1
5342,1
349,1
4865,1
4562,1
3305,1
8306,1
4811,1
1021,1
2567,1
8044,1
6153,1
8851,1
6809,1
9691,1
8857,1
7032,1
1749,1
8223,1
8114,1
9878,1
5778,1
8239,1
6270,1
9615,1
8342,1
7105,1
10064,1
2811,1
2863,1
3145,1
7773,1
876,1
5487,1
1270,1
1263,1
4918,1
7442,1
8904,1
5130,1
2873,1
7956,1
7632,1
7238,1
5594,1
6598,1
7069,1
2957,1
5619,1
3313,1
5186,1
1259,1
5245,1
8712,1
7831,1
8457,1
8449,1
4946,1
9286,1
2566,1
6891,1
9128,1
7915,1
7943,1
3874,1
8364,1
7741,1
8152,1
7262,1
4908,1
4909,1
7860,1
4992,1
8417,1
9953,1
5258,1
5363,1
4896,1
3332,1
6224,1
5835,1
9521,1
6975,1
7327,1
8716,1
5462,1
7394,1
7344,1
9448,1
5464,1
9299,1
252,1
10161,1
