uid,pt
6864,1
4497,1
4579,1
3321,1
7375,1
7181,1
8402,1
3358,1
7495,1
8453,1
5258,1
6193,1
6610,1
308,1
5614,1
1235,1
8044,1
5095,1
8830,1
6215,1
3240,1
3317,1
1111,1
7797,1
6695,1
191,1
1214,1
4649,1
7706,1
1741,1
3171,1
10208,1
10611,1
4807,1
1686,1
2810,1
10488,1
4408,1
10777,1
4815,1
10272,1
1390,1
8015,1
8041,1
3331,1
5184,1
6696,1
78,1
1253,1
3256,1
2778,1
4982,1
5815,1
9875,1
3372,1
2519,1
4589,1
1267,1
9947,1
7268,1
8654,1
9195,1
5458,1
6173,1
8527,1
876,1
9748,1
8844,1
5180,1
1288,1
1412,1
10384,1
4557,1
9200,1
7138,1
7119,1
2650,1
9446,1
4694,1
2802,1
6866,1
337,1
2783,1
8588,1
1200,1
10275,1
1120,1
3387,1
6447,1
8286,1
4600,1
338,1
7182,1
7749,1
2970,1
7233,1
7473,1
8834,1
5242,1
4805,1
7764,1
2735,1
7885,1
7536,1
8438,1
10485,1
5547,1
7283,1
8273,1
7190,1
7191,1
1255,1
346,1
4771,1
5338,1
7840,1
1168,1
8339,1
5281,1
4947,1
2574,1
7068,1
9986,1
9177,1
9540,1
2961,1
8827,1
9439,1
3126,1
4406,1
202,1
3191,1
175,1
8921,1
10160,1
103,1
4462,1
425,1
5690,1
4363,1
10103,1
1670,1
9794,1
7304,1
8245,1
7767,1
49249,1
8838,1
5689,1
5324,1
8233,1
8998,1
8140,1
6928,1
7209,1
9501,1
7624,1
2685,1
1110,1
4836,1
4755,1
6622,1
6791,1
4698,1
7474,1
7858,1
6569,1
69728,1
8246,1
5342,1
349,1
4865,1
4562,1
3305,1
8306,1
4811,1
1021,1
2567,1
6153,1
8851,1
6809,1
9691,1
8857,1
7032,1
1749,1
8223,1
8114,1
9878,1
5778,1
8239,1
6270,1
9615,1
8342,1
7105,1
10064,1
2811,1
2863,1
3145,1
7773,1
5487,1
1270,1
1263,1
4918,1
7442,1
8904,1
5130,1
2873,1
7956,1
7632,1
7238,1
5594,1
6598,1
7069,1
2957,1
5619,1
3313,1
5186,1
1259,1
5245,1
8712,1
7831,1
8457,1
8449,1
4946,1
9286,1
2566,1
6891,1
9128,1
7915,1
7943,1
3874,1
8364,1
7741,1
8152,1
7262,1
4908,1
4909,1
7860,1
4992,1
8417,1
9953,1
5363,1
4896,1
3332,1
6224,1
5835,1
9521,1
6975,1
7327,1
8716,1
5462,1
7394,1
7344,1
9448,1
5464,1
9299,1
252,1
10161,1
1883,1
3220,1
7073,1
7821,1
5503,1
4504,1
5440,1
1307,1
7030,1
7916,1
8374,1
9753,1
5039,1
2818,1
7553,1
7783,1
10051,1
8215,1
9667,1
9098,1
4339,1
2478,1
5929,1
8960,1
1424,1
7373,1
594,1
8460,1
1699,1
6531,1
4599,1
3382,1
7833,1
2451,1
5104,1
8323,1
7884,1
10039,1
5181,1
7235,1
6912,1
1441,1
3308,1
7724,1
7977,1
