uid,pt
66711,0
62806,0
60541,0
61891,0
62979,0
62400,0
63196,0
66589,0
60668,0
68460,0
65236,0
68222,0
60864,0
67173,0
59690,0
60001,0
62153,0
62634,0
63500,0
60790,0
65405,0
65880,0
69576,0
59304,0
67593,0
68090,0
64360,0
66264,0
61501,0
67469,0
61102,0
64474,0
66505,0
60322,0
66458,0
61419,0
60166,0
67362,0
64753,0
68813,0
60165,0
68384,0
62552,0
63103,0
64673,0
63163,0
68815,0
60660,0
67966,0
68874,0
69515,0
66541,0
64625,0
63441,0
64093,0
63978,0
59084,0
62224,0
65907,0
65625,0
61837,0
67267,0
63467,0
63581,0
62388,0
67756,0
62665,0
59562,0
66797,0
66741,0
63436,0
60042,0
64825,0
61488,0
68494,0
59912,0
66008,0
62430,0
67832,0
67645,0
68151,0
60852,0
60393,0
66929,0
59449,0
61926,0
63169,0
66905,0
67746,0
64391,0
60573,0
61856,0
62769,0
59080,0
68759,0
68765,0
67025,0
61085,0
61405,0
60196,0
65027,0
67533,0
62376,0
69533,0
59952,0
67040,0
69440,0
60318,0
64106,0
60950,0
64984,0
68823,0
65675,0
67576,0
63088,0
63375,0
63933,0
61377,0
68564,0
65240,0
64661,0
66225,0
66186,0
62555,0
62695,0
68796,0
68310,0
64234,0
67827,0
65505,0
69516,0
63576,0
